Width (nm), Thickness (nm), Resistance (Ohms)
107.272727, 50.000000, 1.0413e+05
107.272727, 50.909091, 1.0227e+05
107.272727, 51.818182, 1.0048e+05
107.272727, 52.727273, 9.8748e+04
107.272727, 53.636364, 9.7074e+04
107.272727, 54.545455, 9.5456e+04
107.272727, 55.454545, 9.3891e+04
107.272727, 56.363636, 9.2377e+04
107.272727, 57.272727, 9.0910e+04
107.272727, 58.181818, 8.9490e+04
107.272727, 59.090909, 8.8113e+04
107.272727, 60.000000, 8.6778e+04
107.272727, 60.909091, 8.5483e+04
107.272727, 61.818182, 8.4226e+04
107.272727, 62.727273, 8.3005e+04
107.272727, 63.636364, 8.1819e+04
107.272727, 64.545455, 8.0667e+04
107.272727, 65.454545, 7.9547e+04
107.272727, 66.363636, 7.8457e+04
107.272727, 67.272727, 7.7397e+04
107.272727, 68.181818, 7.6365e+04
107.272727, 69.090909, 7.5360e+04
107.272727, 70.000000, 7.4381e+04
107.272727, 70.909091, 7.3428e+04
107.272727, 71.818182, 7.2498e+04
107.272727, 72.727273, 7.1592e+04
107.272727, 73.636364, 7.0708e+04
107.272727, 74.545455, 6.9846e+04
107.272727, 75.454545, 6.9004e+04
107.272727, 76.363636, 6.8183e+04
107.272727, 77.272727, 6.7381e+04
107.272727, 78.181818, 6.6597e+04
107.272727, 79.090909, 6.5832e+04
107.272727, 80.000000, 6.5084e+04
107.272727, 80.909091, 6.4352e+04
107.272727, 81.818182, 6.3637e+04
107.272727, 82.727273, 6.2938e+04
107.272727, 83.636364, 6.2254e+04
107.272727, 84.545455, 6.1585e+04
107.272727, 85.454545, 6.0929e+04
107.272727, 86.363636, 6.0288e+04
107.272727, 87.272727, 5.9660e+04
107.272727, 88.181818, 5.9045e+04
107.272727, 89.090909, 5.8442e+04
107.272727, 90.000000, 5.7852e+04
107.272727, 90.909091, 5.7274e+04
107.272727, 91.818182, 5.6707e+04
107.272727, 92.727273, 5.6151e+04
107.272727, 93.636364, 5.5605e+04
107.272727, 94.545455, 5.5071e+04
107.272727, 95.454545, 5.4546e+04
107.272727, 96.363636, 5.4032e+04
107.272727, 97.272727, 5.3527e+04
107.272727, 98.181818, 5.3031e+04
107.272727, 99.090909, 5.2545e+04
107.272727, 100.000000, 5.2067e+04
108.181818, 10.000000, 5.1629e+05
108.181818, 10.909091, 4.7327e+05
108.181818, 11.818182, 4.3686e+05
108.181818, 12.727273, 4.0566e+05
108.181818, 13.636364, 3.7862e+05
108.181818, 14.545455, 3.5495e+05
108.181818, 15.454545, 3.3407e+05
108.181818, 16.363636, 3.1551e+05
108.181818, 17.272727, 2.9891e+05
108.181818, 18.181818, 2.8396e+05
108.181818, 19.090909, 2.7044e+05
108.181818, 20.000000, 2.5815e+05
108.181818, 20.909091, 2.4692e+05
108.181818, 21.818182, 2.3663e+05
108.181818, 22.727273, 2.2717e+05
108.181818, 23.636364, 2.1843e+05
108.181818, 24.545455, 2.1034e+05
108.181818, 25.454545, 2.0283e+05
108.181818, 26.363636, 1.9584e+05
108.181818, 27.272727, 1.8931e+05
108.181818, 28.181818, 1.8320e+05
108.181818, 29.090909, 1.7748e+05
108.181818, 30.000000, 1.7210e+05
108.181818, 30.909091, 1.6704e+05
108.181818, 31.818182, 1.6226e+05
108.181818, 32.727273, 1.5776e+05
108.181818, 33.636364, 1.5349e+05
108.181818, 34.545455, 1.4945e+05
108.181818, 35.454545, 1.4562e+05
108.181818, 36.363636, 1.4198e+05
108.181818, 37.272727, 1.3852e+05
108.181818, 38.181818, 1.3522e+05
108.181818, 39.090909, 1.3208e+05
108.181818, 40.000000, 1.2907e+05
108.181818, 40.909091, 1.2621e+05
108.181818, 41.818182, 1.2346e+05
108.181818, 42.727273, 1.2083e+05
108.181818, 43.636364, 1.1832e+05
108.181818, 44.545455, 1.1590e+05
108.181818, 45.454545, 1.1358e+05
108.181818, 46.363636, 1.1136e+05
108.181818, 47.272727, 1.0922e+05
108.181818, 48.181818, 1.0716e+05
108.181818, 49.090909, 1.0517e+05
108.181818, 50.000000, 1.0326e+05
108.181818, 50.909091, 1.0141e+05
108.181818, 51.818182, 9.9636e+04
108.181818, 52.727273, 9.7918e+04
108.181818, 53.636364, 9.6258e+04
108.181818, 54.545455, 9.4654e+04
108.181818, 55.454545, 9.3102e+04
108.181818, 56.363636, 9.1601e+04
108.181818, 57.272727, 9.0147e+04
108.181818, 58.181818, 8.8738e+04
108.181818, 59.090909, 8.7373e+04
108.181818, 60.000000, 8.6049e+04
108.181818, 60.909091, 8.4765e+04
108.181818, 61.818182, 8.3518e+04
108.181818, 62.727273, 8.2308e+04
108.181818, 63.636364, 8.1132e+04
108.181818, 64.545455, 7.9989e+04
108.181818, 65.454545, 7.8878e+04
108.181818, 66.363636, 7.7798e+04
108.181818, 67.272727, 7.6746e+04
108.181818, 68.181818, 7.5723e+04
108.181818, 69.090909, 7.4727e+04
108.181818, 70.000000, 7.3756e+04
108.181818, 70.909091, 7.2811e+04
108.181818, 71.818182, 7.1889e+04
108.181818, 72.727273, 7.0990e+04
108.181818, 73.636364, 7.0114e+04
108.181818, 74.545455, 6.9259e+04
108.181818, 75.454545, 6.8424e+04
108.181818, 76.363636, 6.7610e+04
108.181818, 77.272727, 6.6814e+04
108.181818, 78.181818, 6.6038e+04
108.181818, 79.090909, 6.5279e+04
108.181818, 80.000000, 6.4537e+04
108.181818, 80.909091, 6.3812e+04
108.181818, 81.818182, 6.3103e+04
108.181818, 82.727273, 6.2409e+04
108.181818, 83.636364, 6.1731e+04
108.181818, 84.545455, 6.1067e+04
108.181818, 85.454545, 6.0417e+04
108.181818, 86.363636, 5.9781e+04
108.181818, 87.272727, 5.9159e+04
108.181818, 88.181818, 5.8549e+04
108.181818, 89.090909, 5.7951e+04
108.181818, 90.000000, 5.7366e+04
108.181818, 90.909091, 5.6792e+04
108.181818, 91.818182, 5.6230e+04
108.181818, 92.727273, 5.5679e+04
108.181818, 93.636364, 5.5138e+04
108.181818, 94.545455, 5.4608e+04
108.181818, 95.454545, 5.4088e+04
108.181818, 96.363636, 5.3578e+04
108.181818, 97.272727, 5.3077e+04
108.181818, 98.181818, 5.2585e+04
108.181818, 99.090909, 5.2103e+04
108.181818, 100.000000, 5.1629e+04
109.090909, 10.000000, 5.1199e+05
109.090909, 10.909091, 4.6933e+05
109.090909, 11.818182, 4.3322e+05
109.090909, 12.727273, 4.0228e+05
109.090909, 13.636364, 3.7546e+05
109.090909, 14.545455, 3.5199e+05
109.090909, 15.454545, 3.3129e+05
109.090909, 16.363636, 3.1288e+05
109.090909, 17.272727, 2.9642e+05
109.090909, 18.181818, 2.8160e+05
109.090909, 19.090909, 2.6819e+05
109.090909, 20.000000, 2.5600e+05
109.090909, 20.909091, 2.4487e+05
109.090909, 21.818182, 2.3466e+05
109.090909, 22.727273, 2.2528e+05
109.090909, 23.636364, 2.1661e+05
109.090909, 24.545455, 2.0859e+05
109.090909, 25.454545, 2.0114e+05
109.090909, 26.363636, 1.9420e+05
109.090909, 27.272727, 1.8773e+05
109.090909, 28.181818, 1.8167e+05
109.090909, 29.090909, 1.7600e+05
109.090909, 30.000000, 1.7066e+05
109.090909, 30.909091, 1.6564e+05
109.090909, 31.818182, 1.6091e+05
109.090909, 32.727273, 1.5644e+05
109.090909, 33.636364, 1.5221e+05
109.090909, 34.545455, 1.4821e+05
109.090909, 35.454545, 1.4441e+05
109.090909, 36.363636, 1.4080e+05
109.090909, 37.272727, 1.3736e+05
109.090909, 38.181818, 1.3409e+05
109.090909, 39.090909, 1.3097e+05
109.090909, 40.000000, 1.2800e+05
109.090909, 40.909091, 1.2515e+05
109.090909, 41.818182, 1.2243e+05
109.090909, 42.727273, 1.1983e+05
109.090909, 43.636364, 1.1733e+05
109.090909, 44.545455, 1.1494e+05
109.090909, 45.454545, 1.1264e+05
109.090909, 46.363636, 1.1043e+05
109.090909, 47.272727, 1.0831e+05
109.090909, 48.181818, 1.0626e+05
109.090909, 49.090909, 1.0429e+05
109.090909, 50.000000, 1.0240e+05
109.090909, 50.909091, 1.0057e+05
109.090909, 51.818182, 9.8805e+04
109.090909, 52.727273, 9.7102e+04
109.090909, 53.636364, 9.5456e+04
109.090909, 54.545455, 9.3865e+04
109.090909, 55.454545, 9.2326e+04
109.090909, 56.363636, 9.0837e+04
109.090909, 57.272727, 8.9395e+04
109.090909, 58.181818, 8.7999e+04
109.090909, 59.090909, 8.6645e+04
109.090909, 60.000000, 8.5332e+04
109.090909, 60.909091, 8.4058e+04
109.090909, 61.818182, 8.2822e+04
109.090909, 62.727273, 8.1622e+04
109.090909, 63.636364, 8.0456e+04
109.090909, 64.545455, 7.9323e+04
109.090909, 65.454545, 7.8221e+04
109.090909, 66.363636, 7.7149e+04
109.090909, 67.272727, 7.6107e+04
109.090909, 68.181818, 7.5092e+04
109.090909, 69.090909, 7.4104e+04
109.090909, 70.000000, 7.3142e+04
109.090909, 70.909091, 7.2204e+04
109.090909, 71.818182, 7.1290e+04
109.090909, 72.727273, 7.0399e+04
109.090909, 73.636364, 6.9530e+04
109.090909, 74.545455, 6.8682e+04
109.090909, 75.454545, 6.7854e+04
109.090909, 76.363636, 6.7046e+04
109.090909, 77.272727, 6.6258e+04
109.090909, 78.181818, 6.5487e+04
109.090909, 79.090909, 6.4735e+04
109.090909, 80.000000, 6.3999e+04
109.090909, 80.909091, 6.3280e+04
109.090909, 81.818182, 6.2577e+04
109.090909, 82.727273, 6.1889e+04
109.090909, 83.636364, 6.1216e+04
109.090909, 84.545455, 6.0558e+04
109.090909, 85.454545, 5.9914e+04
109.090909, 86.363636, 5.9283e+04
109.090909, 87.272727, 5.8666e+04
109.090909, 88.181818, 5.8061e+04
109.090909, 89.090909, 5.7468e+04
109.090909, 90.000000, 5.6888e+04
109.090909, 90.909091, 5.6319e+04
109.090909, 91.818182, 5.5761e+04
109.090909, 92.727273, 5.5215e+04
109.090909, 93.636364, 5.4679e+04
109.090909, 94.545455, 5.4153e+04
109.090909, 95.454545, 5.3637e+04
109.090909, 96.363636, 5.3131e+04
109.090909, 97.272727, 5.2635e+04
109.090909, 98.181818, 5.2147e+04
109.090909, 99.090909, 5.1669e+04
109.090909, 100.000000, 5.1199e+04
110.000000, 10.000000, 5.0776e+05
110.000000, 10.909091, 4.6545e+05
110.000000, 11.818182, 4.2964e+05
110.000000, 12.727273, 3.9895e+05
110.000000, 13.636364, 3.7236e+05
110.000000, 14.545455, 3.4908e+05
110.000000, 15.454545, 3.2855e+05
110.000000, 16.363636, 3.1030e+05
110.000000, 17.272727, 2.9397e+05
110.000000, 18.181818, 2.7927e+05
110.000000, 19.090909, 2.6597e+05
110.000000, 20.000000, 2.5388e+05
110.000000, 20.909091, 2.4284e+05
110.000000, 21.818182, 2.3272e+05
110.000000, 22.727273, 2.2341e+05
110.000000, 23.636364, 2.1482e+05
110.000000, 24.545455, 2.0687e+05
110.000000, 25.454545, 1.9948e+05
110.000000, 26.363636, 1.9260e+05
110.000000, 27.272727, 1.8618e+05
110.000000, 28.181818, 1.8017e+05
110.000000, 29.090909, 1.7454e+05
110.000000, 30.000000, 1.6925e+05
110.000000, 30.909091, 1.6428e+05
110.000000, 31.818182, 1.5958e+05
110.000000, 32.727273, 1.5515e+05
110.000000, 33.636364, 1.5096e+05
110.000000, 34.545455, 1.4698e+05
110.000000, 35.454545, 1.4321e+05
110.000000, 36.363636, 1.3963e+05
110.000000, 37.272727, 1.3623e+05
110.000000, 38.181818, 1.3298e+05
110.000000, 39.090909, 1.2989e+05
110.000000, 40.000000, 1.2694e+05
110.000000, 40.909091, 1.2412e+05
110.000000, 41.818182, 1.2142e+05
110.000000, 42.727273, 1.1884e+05
110.000000, 43.636364, 1.1636e+05
110.000000, 44.545455, 1.1399e+05
110.000000, 45.454545, 1.1171e+05
110.000000, 46.363636, 1.0952e+05
110.000000, 47.272727, 1.0741e+05
110.000000, 48.181818, 1.0538e+05
110.000000, 49.090909, 1.0343e+05
110.000000, 50.000000, 1.0155e+05
110.000000, 50.909091, 9.9739e+04
110.000000, 51.818182, 9.7989e+04
110.000000, 52.727273, 9.6299e+04
110.000000, 53.636364, 9.4667e+04
110.000000, 54.545455, 9.3089e+04
110.000000, 55.454545, 9.1563e+04
110.000000, 56.363636, 9.0086e+04
110.000000, 57.272727, 8.8657e+04
110.000000, 58.181818, 8.7271e+04
110.000000, 59.090909, 8.5929e+04
110.000000, 60.000000, 8.4627e+04
110.000000, 60.909091, 8.3364e+04
110.000000, 61.818182, 8.2138e+04
110.000000, 62.727273, 8.0947e+04
110.000000, 63.636364, 7.9791e+04
110.000000, 64.545455, 7.8667e+04
110.000000, 65.454545, 7.7574e+04
110.000000, 66.363636, 7.6512e+04
110.000000, 67.272727, 7.5478e+04
110.000000, 68.181818, 7.4471e+04
110.000000, 69.090909, 7.3492e+04
110.000000, 70.000000, 7.2537e+04
110.000000, 70.909091, 7.1607e+04
110.000000, 71.818182, 7.0701e+04
110.000000, 72.727273, 6.9817e+04
110.000000, 73.636364, 6.8955e+04
110.000000, 74.545455, 6.8114e+04
110.000000, 75.454545, 6.7293e+04
110.000000, 76.363636, 6.6492e+04
110.000000, 77.272727, 6.5710e+04
110.000000, 78.181818, 6.4946e+04
110.000000, 79.090909, 6.4200e+04
110.000000, 80.000000, 6.3470e+04
110.000000, 80.909091, 6.2757e+04
110.000000, 81.818182, 6.2060e+04
110.000000, 82.727273, 6.1378e+04
110.000000, 83.636364, 6.0710e+04
110.000000, 84.545455, 6.0058e+04
110.000000, 85.454545, 5.9419e+04
110.000000, 86.363636, 5.8793e+04
110.000000, 87.272727, 5.8181e+04
110.000000, 88.181818, 5.7581e+04
110.000000, 89.090909, 5.6993e+04
110.000000, 90.000000, 5.6418e+04
110.000000, 90.909091, 5.5854e+04
110.000000, 91.818182, 5.5301e+04
110.000000, 92.727273, 5.4758e+04
110.000000, 93.636364, 5.4227e+04
110.000000, 94.545455, 5.3705e+04
110.000000, 95.454545, 5.3194e+04
110.000000, 96.363636, 5.2692e+04
110.000000, 97.272727, 5.2200e+04
110.000000, 98.181818, 5.1716e+04
110.000000, 99.090909, 5.1242e+04
110.000000, 100.000000, 5.0776e+04
110.909091, 10.000000, 5.0360e+05
110.909091, 10.909091, 4.6163e+05
110.909091, 11.818182, 4.2612e+05
110.909091, 12.727273, 3.9568e+05
110.909091, 13.636364, 3.6931e+05
110.909091, 14.545455, 3.4622e+05
110.909091, 15.454545, 3.2586e+05
110.909091, 16.363636, 3.0775e+05
110.909091, 17.272727, 2.9156e+05
110.909091, 18.181818, 2.7698e+05
110.909091, 19.090909, 2.6379e+05
110.909091, 20.000000, 2.5180e+05
110.909091, 20.909091, 2.4085e+05
110.909091, 21.818182, 2.3082e+05
110.909091, 22.727273, 2.2158e+05
110.909091, 23.636364, 2.1306e+05
110.909091, 24.545455, 2.0517e+05
110.909091, 25.454545, 1.9784e+05
110.909091, 26.363636, 1.9102e+05
110.909091, 27.272727, 1.8465e+05
110.909091, 28.181818, 1.7870e+05
110.909091, 29.090909, 1.7311e+05
110.909091, 30.000000, 1.6787e+05
110.909091, 30.909091, 1.6293e+05
110.909091, 31.818182, 1.5827e+05
110.909091, 32.727273, 1.5388e+05
110.909091, 33.636364, 1.4972e+05
110.909091, 34.545455, 1.4578e+05
110.909091, 35.454545, 1.4204e+05
110.909091, 36.363636, 1.3849e+05
110.909091, 37.272727, 1.3511e+05
110.909091, 38.181818, 1.3189e+05
110.909091, 39.090909, 1.2883e+05
110.909091, 40.000000, 1.2590e+05
110.909091, 40.909091, 1.2310e+05
110.909091, 41.818182, 1.2043e+05
110.909091, 42.727273, 1.1786e+05
110.909091, 43.636364, 1.1541e+05
110.909091, 44.545455, 1.1305e+05
110.909091, 45.454545, 1.1079e+05
110.909091, 46.363636, 1.0862e+05
110.909091, 47.272727, 1.0653e+05
110.909091, 48.181818, 1.0452e+05
110.909091, 49.090909, 1.0258e+05
110.909091, 50.000000, 1.0072e+05
110.909091, 50.909091, 9.8921e+04
110.909091, 51.818182, 9.7186e+04
110.909091, 52.727273, 9.5510e+04
110.909091, 53.636364, 9.3891e+04
110.909091, 54.545455, 9.2326e+04
110.909091, 55.454545, 9.0813e+04
110.909091, 56.363636, 8.9348e+04
110.909091, 57.272727, 8.7930e+04
110.909091, 58.181818, 8.6556e+04
110.909091, 59.090909, 8.5224e+04
110.909091, 60.000000, 8.3933e+04
110.909091, 60.909091, 8.2680e+04
110.909091, 61.818182, 8.1464e+04
110.909091, 62.727273, 8.0284e+04
110.909091, 63.636364, 7.9137e+04
110.909091, 64.545455, 7.8022e+04
110.909091, 65.454545, 7.6939e+04
110.909091, 66.363636, 7.5885e+04
110.909091, 67.272727, 7.4859e+04
110.909091, 68.181818, 7.3861e+04
110.909091, 69.090909, 7.2889e+04
110.909091, 70.000000, 7.1943e+04
110.909091, 70.909091, 7.1020e+04
110.909091, 71.818182, 7.0121e+04
110.909091, 72.727273, 6.9245e+04
110.909091, 73.636364, 6.8390e+04
110.909091, 74.545455, 6.7556e+04
110.909091, 75.454545, 6.6742e+04
110.909091, 76.363636, 6.5947e+04
110.909091, 77.272727, 6.5172e+04
110.909091, 78.181818, 6.4414e+04
110.909091, 79.090909, 6.3673e+04
110.909091, 80.000000, 6.2950e+04
110.909091, 80.909091, 6.2242e+04
110.909091, 81.818182, 6.1551e+04
110.909091, 82.727273, 6.0874e+04
110.909091, 83.636364, 6.0213e+04
110.909091, 84.545455, 5.9565e+04
110.909091, 85.454545, 5.8932e+04
110.909091, 86.363636, 5.8311e+04
110.909091, 87.272727, 5.7704e+04
110.909091, 88.181818, 5.7109e+04
110.909091, 89.090909, 5.6526e+04
110.909091, 90.000000, 5.5955e+04
110.909091, 90.909091, 5.5396e+04
110.909091, 91.818182, 5.4847e+04
110.909091, 92.727273, 5.4310e+04
110.909091, 93.636364, 5.3782e+04
110.909091, 94.545455, 5.3265e+04
110.909091, 95.454545, 5.2758e+04
110.909091, 96.363636, 5.2260e+04
110.909091, 97.272727, 5.1772e+04
110.909091, 98.181818, 5.1292e+04
110.909091, 99.090909, 5.0822e+04
110.909091, 100.000000, 5.0360e+04
111.818182, 10.000000, 4.9950e+05
111.818182, 10.909091, 4.5788e+05
111.818182, 11.818182, 4.2266e+05
111.818182, 12.727273, 3.9247e+05
111.818182, 13.636364, 3.6630e+05
111.818182, 14.545455, 3.4341e+05
111.818182, 15.454545, 3.2321e+05
111.818182, 16.363636, 3.0525e+05
111.818182, 17.272727, 2.8919e+05
111.818182, 18.181818, 2.7473e+05
111.818182, 19.090909, 2.6164e+05
111.818182, 20.000000, 2.4975e+05
111.818182, 20.909091, 2.3889e+05
111.818182, 21.818182, 2.2894e+05
111.818182, 22.727273, 2.1978e+05
111.818182, 23.636364, 2.1133e+05
111.818182, 24.545455, 2.0350e+05
111.818182, 25.454545, 1.9623e+05
111.818182, 26.363636, 1.8947e+05
111.818182, 27.272727, 1.8315e+05
111.818182, 28.181818, 1.7724e+05
111.818182, 29.090909, 1.7170e+05
111.818182, 30.000000, 1.6650e+05
111.818182, 30.909091, 1.6160e+05
111.818182, 31.818182, 1.5699e+05
111.818182, 32.727273, 1.5263e+05
111.818182, 33.636364, 1.4850e+05
111.818182, 34.545455, 1.4459e+05
111.818182, 35.454545, 1.4089e+05
111.818182, 36.363636, 1.3736e+05
111.818182, 37.272727, 1.3401e+05
111.818182, 38.181818, 1.3082e+05
111.818182, 39.090909, 1.2778e+05
111.818182, 40.000000, 1.2488e+05
111.818182, 40.909091, 1.2210e+05
111.818182, 41.818182, 1.1945e+05
111.818182, 42.727273, 1.1691e+05
111.818182, 43.636364, 1.1447e+05
111.818182, 44.545455, 1.1213e+05
111.818182, 45.454545, 1.0989e+05
111.818182, 46.363636, 1.0774e+05
111.818182, 47.272727, 1.0566e+05
111.818182, 48.181818, 1.0367e+05
111.818182, 49.090909, 1.0175e+05
111.818182, 50.000000, 9.9901e+04
111.818182, 50.909091, 9.8117e+04
111.818182, 51.818182, 9.6395e+04
111.818182, 52.727273, 9.4733e+04
111.818182, 53.636364, 9.3128e+04
111.818182, 54.545455, 9.1576e+04
111.818182, 55.454545, 9.0074e+04
111.818182, 56.363636, 8.8622e+04
111.818182, 57.272727, 8.7215e+04
111.818182, 58.181818, 8.5852e+04
111.818182, 59.090909, 8.4531e+04
111.818182, 60.000000, 8.3251e+04
111.818182, 60.909091, 8.2008e+04
111.818182, 61.818182, 8.0802e+04
111.818182, 62.727273, 7.9631e+04
111.818182, 63.636364, 7.8493e+04
111.818182, 64.545455, 7.7388e+04
111.818182, 65.454545, 7.6313e+04
111.818182, 66.363636, 7.5268e+04
111.818182, 67.272727, 7.4251e+04
111.818182, 68.181818, 7.3261e+04
111.818182, 69.090909, 7.2297e+04
111.818182, 70.000000, 7.1358e+04
111.818182, 70.909091, 7.0443e+04
111.818182, 71.818182, 6.9551e+04
111.818182, 72.727273, 6.8682e+04
111.818182, 73.636364, 6.7834e+04
111.818182, 74.545455, 6.7007e+04
111.818182, 75.454545, 6.6199e+04
111.818182, 76.363636, 6.5411e+04
111.818182, 77.272727, 6.4642e+04
111.818182, 78.181818, 6.3890e+04
111.818182, 79.090909, 6.3156e+04
111.818182, 80.000000, 6.2438e+04
111.818182, 80.909091, 6.1736e+04
111.818182, 81.818182, 6.1050e+04
111.818182, 82.727273, 6.0380e+04
111.818182, 83.636364, 5.9723e+04
111.818182, 84.545455, 5.9081e+04
111.818182, 85.454545, 5.8453e+04
111.818182, 86.363636, 5.7837e+04
111.818182, 87.272727, 5.7235e+04
111.818182, 88.181818, 5.6645e+04
111.818182, 89.090909, 5.6067e+04
111.818182, 90.000000, 5.5500e+04
111.818182, 90.909091, 5.4945e+04
111.818182, 91.818182, 5.4401e+04
111.818182, 92.727273, 5.3868e+04
111.818182, 93.636364, 5.3345e+04
111.818182, 94.545455, 5.2832e+04
111.818182, 95.454545, 5.2329e+04
111.818182, 96.363636, 5.1835e+04
111.818182, 97.272727, 5.1351e+04
111.818182, 98.181818, 5.0875e+04
111.818182, 99.090909, 5.0409e+04
111.818182, 100.000000, 4.9950e+04
112.727273, 10.000000, 4.9548e+05
112.727273, 10.909091, 4.5419e+05
112.727273, 11.818182, 4.1925e+05
112.727273, 12.727273, 3.8930e+05
112.727273, 13.636364, 3.6335e+05
112.727273, 14.545455, 3.4064e+05
112.727273, 15.454545, 3.2060e+05
112.727273, 16.363636, 3.0279e+05
112.727273, 17.272727, 2.8685e+05
112.727273, 18.181818, 2.7251e+05
112.727273, 19.090909, 2.5953e+05
112.727273, 20.000000, 2.4774e+05
112.727273, 20.909091, 2.3697e+05
112.727273, 21.818182, 2.2709e+05
112.727273, 22.727273, 2.1801e+05
112.727273, 23.636364, 2.0962e+05
112.727273, 24.545455, 2.0186e+05
112.727273, 25.454545, 1.9465e+05
112.727273, 26.363636, 1.8794e+05
112.727273, 27.272727, 1.8167e+05
112.727273, 28.181818, 1.7581e+05
112.727273, 29.090909, 1.7032e+05
112.727273, 30.000000, 1.6516e+05
112.727273, 30.909091, 1.6030e+05
112.727273, 31.818182, 1.5572e+05
112.727273, 32.727273, 1.5140e+05
112.727273, 33.636364, 1.4730e+05
112.727273, 34.545455, 1.4343e+05
112.727273, 35.454545, 1.3975e+05
112.727273, 36.363636, 1.3626e+05
112.727273, 37.272727, 1.3293e+05
112.727273, 38.181818, 1.2977e+05
112.727273, 39.090909, 1.2675e+05
112.727273, 40.000000, 1.2387e+05
112.727273, 40.909091, 1.2112e+05
112.727273, 41.818182, 1.1848e+05
112.727273, 42.727273, 1.1596e+05
112.727273, 43.636364, 1.1355e+05
112.727273, 44.545455, 1.1123e+05
112.727273, 45.454545, 1.0900e+05
112.727273, 46.363636, 1.0687e+05
112.727273, 47.272727, 1.0481e+05
112.727273, 48.181818, 1.0283e+05
112.727273, 49.090909, 1.0093e+05
112.727273, 50.000000, 9.9095e+04
112.727273, 50.909091, 9.7326e+04
112.727273, 51.818182, 9.5618e+04
112.727273, 52.727273, 9.3969e+04
112.727273, 53.636364, 9.2377e+04
112.727273, 54.545455, 9.0837e+04
112.727273, 55.454545, 8.9348e+04
112.727273, 56.363636, 8.7907e+04
112.727273, 57.272727, 8.6512e+04
112.727273, 58.181818, 8.5160e+04
112.727273, 59.090909, 8.3850e+04
112.727273, 60.000000, 8.2579e+04
112.727273, 60.909091, 8.1347e+04
112.727273, 61.818182, 8.0150e+04
112.727273, 62.727273, 7.8989e+04
112.727273, 63.636364, 7.7860e+04
112.727273, 64.545455, 7.6764e+04
112.727273, 65.454545, 7.5698e+04
112.727273, 66.363636, 7.4661e+04
112.727273, 67.272727, 7.3652e+04
112.727273, 68.181818, 7.2670e+04
112.727273, 69.090909, 7.1714e+04
112.727273, 70.000000, 7.0782e+04
112.727273, 70.909091, 6.9875e+04
112.727273, 71.818182, 6.8990e+04
112.727273, 72.727273, 6.8128e+04
