Copper Capacitance (F),Graphene Capacitance (F),Final Capacitance (F)
8.4e-11,1.0677800992549939e-10,4.701460528519281e-11
8.4e-11,1.0678861217734539e-10,4.701666058851995e-11
8.4e-11,1.0679921442919139e-10,4.701871566343061e-11
8.4e-11,1.0680981668103735e-10,4.702077050996284e-11
8.4e-11,1.0682041893288336e-10,4.7022825128154735e-11
8.4e-11,1.0683102118472937e-10,4.702487951804434e-11
8.4e-11,1.0684162343657532e-10,4.70269336796697e-11
8.4e-11,1.0685222568842132e-10,4.702898761306887e-11
8.4e-11,1.0686282794026732e-10,4.703104131827987e-11
8.4e-11,1.0687343019211327e-10,4.7033094795340725e-11
8.4e-11,1.0688403244395931e-10,4.703514804428947e-11
8.4e-11,1.0689463469580531e-10,4.70372010651641e-11
8.4e-11,1.0690523694765127e-10,4.703925385800261e-11
8.4e-11,1.0691583919949726e-10,4.7041306422842985e-11
8.4e-11,1.0692644145134321e-10,4.704335875972322e-11
8.4e-11,1.0693704370318924e-10,4.7045410868681306e-11
8.4e-11,1.0694764595503521e-10,4.704746274975517e-11
8.4e-11,1.0695824820688117e-10,4.704951440298279e-11
8.4e-11,1.0696885045872724e-10,4.705156582840213e-11
8.5e-11,1.0697945271057319e-10,4.736576415866568e-11
8.5e-11,1.0699005496241919e-10,4.736784243113923e-11
8.5e-11,1.0700065721426519e-10,4.7369920474088874e-11
8.5e-11,1.0701125946611115e-10,4.7371998287552664e-11
8.5e-11,1.0702186171795713e-10,4.7374075871568604e-11
8.5e-11,1.0703246396980313e-10,4.73761532261747e-11
8.5e-11,1.0704306622164916e-10,4.7378230351408957e-11
8.5e-11,1.0705366847349512e-10,4.7380307247309333e-11
8.5e-11,1.070642707253411e-10,4.7382383913913836e-11
8.5e-11,1.070748729771871e-10,4.738446035126041e-11
8.5e-11,1.0708547522903307e-10,4.738653655938704e-11
8.5e-11,1.0709607748087903e-10,4.7388612538331686e-11
8.5e-11,1.0710667973272507e-10,4.739068828813227e-11
8.5e-11,1.0711728198457107e-10,4.7392763808826744e-11
8.5e-11,1.0712788423641705e-10,4.739483910045302e-11
8.5e-11,1.07138486488263e-10,4.739691416304901e-11
8.5e-11,1.0714908874010904e-10,4.7398988996652675e-11
8.5e-11,1.07159690991955e-10,4.7401063601301885e-11
8.5e-11,1.0717029324380099e-10,4.740313797703452e-11
8.5e-11,1.0718089549564699e-10,4.7405212123888504e-11
8.5e-11,1.0719149774749299e-10,4.7407286041901685e-11
8.5e-11,1.0720209999933895e-10,4.7409359731111946e-11
8.5e-11,1.0721270225118494e-10,4.741143319155714e-11
8.5e-11,1.0722330450303095e-10,4.741350642327514e-11
8.5e-11,1.0723390675487693e-10,4.7415579426303765e-11
8.5e-11,1.0724450900672289e-10,4.7417652200680865e-11
8.5e-11,1.0725511125856896e-10,4.7419724746444274e-11
8.5e-11,1.0726571351041492e-10,4.742179706363181e-11
8.5e-11,1.072763157622609e-10,4.742386915228126e-11
8.5e-11,1.0728691801410691e-10,4.742594101243046e-11
8.5e-11,1.0729752026595287e-10,4.742801264411718e-11
8.5e-11,1.0730812251779887e-10,4.743008404737924e-11
8.5e-11,1.0731872476964487e-10,4.7432155222254385e-11
8.5e-11,1.0732932702149087e-10,4.7434226168780396e-11
8.5e-11,1.0733992927333688e-10,4.743629688699503e-11
8.5e-11,1.0735053152518284e-10,4.743836737693604e-11
8.5e-11,1.0736113377702884e-10,4.744043763864119e-11
8.5e-11,1.073717360288748e-10,4.7442507672148186e-11
8.5e-11,1.0738233828072075e-10,4.7444577477494764e-11
8.5e-11,1.0739294053256679e-10,4.744664705471868e-11
8.5e-11,1.0740354278441279e-10,4.7448716403857606e-11
8.5e-11,1.0741414503625875e-10,4.7450785524949266e-11
8.5e-11,1.0742474728810475e-10,4.745285441803133e-11
8.5e-11,1.0743534953995076e-10,4.7454923083141507e-11
8.5e-11,1.0744595179179673e-10,4.745699152031747e-11
8.4e-11,1.0745655404364273e-10,4.7145685791505596e-11
8.4e-11,1.0746715629548873e-10,4.714772655258655e-11
8.4e-11,1.0747775854733472e-10,4.714976708767089e-11
8.4e-11,1.074883607991807e-10,4.715180739679615e-11
8.4e-11,1.0749896305102663e-10,4.7153847479999853e-11
8.4e-11,1.0750956530287271e-10,4.7155887337319555e-11
8.4e-11,1.0752016755471866e-10,4.715792696879272e-11
8.4e-11,1.0753076980656465e-10,4.7159966374456884e-11
8.4e-11,1.0754137205841068e-10,4.716200555434954e-11
8.4e-11,1.0755197431025664e-10,4.7164044508508173e-11
8.4e-11,1.0756257656210261e-10,4.716608323697026e-11
8.4e-11,1.0757317881394864e-10,4.7168121739773275e-11
8.4e-11,1.0758378106579459e-10,4.7170160016954694e-11
8.4e-11,1.0759438331764062e-10,4.7172198068551966e-11
8.4e-11,1.0760498556948659e-10,4.7174235894602527e-11
8.4e-11,1.0761558782133259e-10,4.7176273495143826e-11
8.4e-11,1.0762619007317855e-10,4.7178310870213294e-11
8.4e-11,1.0763679232502452e-10,4.718034801984835e-11
8.4e-11,1.0764739457687056e-10,4.7182384944086415e-11
8.4e-11,1.0765799682871652e-10,4.718442164296488e-11
8.4e-11,1.0766859908056252e-10,4.718645811652117e-11
8.4e-11,1.0767920133240852e-10,4.718849436479265e-11
8.5e-11,1.0768980358425451e-10,4.7504502752057477e-11
8.5e-11,1.0770040583610047e-10,4.7506565730094224e-11
8.5e-11,1.0771100808794647e-10,4.7508628481136035e-11
8.5e-11,1.0772161033979247e-10,4.7510691005220354e-11
8.5e-11,1.0773221259163847e-10,4.751275330238465e-11
8.5e-11,1.0774281484348445e-10,4.751481537266635e-11
8.5e-11,1.0775341709533045e-10,4.751687721610291e-11
8.5e-11,1.0776401934717645e-10,4.751893883273175e-11
8.5e-11,1.0777462159902241e-10,4.75210002225903e-11
8.5e-11,1.0778522385086839e-10,4.7523061385715965e-11
8.5e-11,1.0779582610271442e-10,4.752512232214618e-11
8.5e-11,1.0780642835456039e-10,4.7527183031918294e-11
8.5e-11,1.0781703060640639e-10,4.7529243515069734e-11
8.5e-11,1.0782763285825239e-10,4.753130377163786e-11
8.5e-11,1.0783823511009835e-10,4.753336380166005e-11
8.5e-11,1.0784883736194436e-10,4.7535423605173685e-11
8.5e-11,1.0785943961379036e-10,4.7537483182216094e-11
8.5e-11,1.0787004186563636e-10,4.753954253282465e-11
8.5e-11,1.0788064411748236e-10,4.7541601657036674e-11
8.5e-11,1.078912463693283e-10,4.754366055488949e-11
8.5e-11,1.079018486211743e-10,4.7545719226420456e-11
8.5e-11,1.0791245087302027e-10,4.7547777671666854e-11
8.5e-11,1.0792305312486623e-10,4.7549835890666e-11
8.5e-11,1.0793365537671231e-10,4.7551893883455235e-11
8.5e-11,1.0794425762855827e-10,4.7553951650071776e-11
8.5e-11,1.0795485988040424e-10,4.755600919055295e-11
8.5e-11,1.0796546213225024e-10,4.755806650493602e-11
8.5e-11,1.0797606438409624e-10,4.7560123593258267e-11
8.5e-11,1.079866666359422e-10,4.756218045555691e-11
8.5e-11,1.0799726888778819e-10,4.7564237091869236e-11
8.5e-11,1.0800787113963419e-10,4.756629350223248e-11
8.5e-11,1.0801847339148015e-10,4.756834968668386e-11
8.5e-11,1.0802907564332615e-10,4.757040564526062e-11
8.5e-11,1.0803967789517218e-10,4.757246137799998e-11
8.5e-11,1.0805028014701817e-10,4.7574516884939125e-11
8.5e-11,1.0806088239886413e-10,4.7576572166115255e-11
8.5e-11,1.0807148465071009e-10,4.7578627221565595e-11
8.5e-11,1.0808208690255613e-10,4.75806820513273e-11
8.5e-11,1.080926891544021e-10,4.758273665543755e-11
8.5e-11,1.081032914062481e-10,4.7584791033933526e-11
8.5e-11,1.0811389365809411e-10,4.7586845186852386e-11
8.5e-11,1.0812449590994007e-10,4.7588899114231256e-11
8.5e-11,1.0813509816178607e-10,4.7590952816107315e-11
8.5e-11,1.0814570041363207e-10,4.759300629251769e-11
8.5e-11,1.0815630266547808e-10,4.759505954349948e-11
8.5e-11,1.0816690491732404e-10,4.7597112569089834e-11
8.5e-11,1.0817750716917e-10,4.7599165369325835e-11
8.5e-11,1.0818810942101604e-10,4.7601217944244635e-11
8.5e-11,1.0819871167286199e-10,4.7603270293883264e-11
8.5e-11,1.0820931392470795e-10,4.7605322418278855e-11
8.5e-11,1.0821991617655399e-10,4.760737431746848e-11
8.5e-11,1.0823051842839995e-10,4.760942599148919e-11
8.5e-11,1.0824112068024598e-10,4.761147744037807e-11
8.5e-11,1.08251722932092e-10,4.761352866417216e-11
8.5e-11,1.0826232518393796e-10,4.76155796629085e-11
8.5e-11,1.0827292743578393e-10,4.761763043662414e-11
8.5e-11,1.0828352968762992e-10,4.761968098535611e-11
8.5e-11,1.0829413193947592e-10,4.762173130914142e-11
8.5e-11,1.0830473419132193e-10,4.762378140801709e-11
8.5e-11,1.083153364431679e-10,4.7625831282020126e-11
8.5e-11,1.0832593869501391e-10,4.762788093118753e-11
8.5e-11,1.0833654094685987e-10,4.762993035555628e-11
8.5e-11,1.0834714319870584e-10,4.763197955516334e-11
8.5e-11,1.0835774545055184e-10,4.763402853004573e-11
8.5e-11,1.0836834770239785e-10,4.763607728024039e-11
8.5e-11,1.0837894995424381e-10,4.763812580578425e-11
8.5e-11,1.0838955220608981e-10,4.7640174106714306e-11
8.5e-11,1.0840015445793581e-10,4.7642222183067464e-11
8.5e-11,1.0841075670978179e-10,4.7644270034880674e-11
8.5e-11,1.0842135896162779e-10,4.764631766219084e-11
8.5e-11,1.0843196121347379e-10,4.764836506503491e-11
8.5e-11,1.0844256346531979e-10,4.7650412243449766e-11
8.5e-11,1.0845316571716578e-10,4.7652459197472307e-11
8.5e-11,1.0846376796901172e-10,4.765450592713943e-11
8.5e-11,1.0847437022085777e-10,4.765655243248803e-11
8.5e-11,1.0848497247270372e-10,4.765859871355497e-11
8.5e-11,1.0849557472454972e-10,4.766064477037712e-11
8.5e-11,1.0850617697639571e-10,4.766269060299133e-11
8.4e-11,1.0851677922824167e-10,4.734864925391965e-11
8.4e-11,1.0852738148008767e-10,4.735066759981996e-11
8.4e-11,1.0853798373193371e-10,4.7352685723436734e-11
8.4e-11,1.0854858598377967e-10,4.735470362480668e-11
8.4e-11,1.0855918823562565e-10,4.735672130396653e-11
8.4e-11,1.0856979048747164e-10,4.735873876095297e-11
8.5e-11,1.0858039273931765e-10,4.767700515656331e-11
8.5e-11,1.0859099499116365e-10,4.7679049196840064e-11
8.5e-11,1.0860159724300961e-10,4.768109301324024e-11
8.5e-11,1.0861219949485562e-10,4.768313660580065e-11
8.5e-11,1.0862280174670159e-10,4.768517997455803e-11
8.5e-11,1.0863340399854759e-10,4.7687223119549175e-11
8.5e-11,1.0864400625039355e-10,4.7689266040810825e-11
8.5e-11,1.0865460850223959e-10,4.769130873837973e-11
8.5e-11,1.0866521075408556e-10,4.7693351212292616e-11
8.5e-11,1.0867581300593156e-10,4.7695393462586234e-11
8.5e-11,1.0868641525777756e-10,4.769743548929729e-11
8.5e-11,1.0869701750962352e-10,4.769947729246251e-11
8.5e-11,1.0870761976146952e-10,4.770151887211858e-11
8.5e-11,1.0871822201331551e-10,4.770356022830222e-11
8.5e-11,1.0872882426516147e-10,4.770560136105011e-11
8.5e-11,1.0873942651700747e-10,4.7707642270398936e-11
8.5e-11,1.0875002876885347e-10,4.770968295638538e-11
8.5e-11,1.087606310206995e-10,4.7711723419046094e-11
8.5e-11,1.0877123327254545e-10,4.7713763658417735e-11
8.5e-11,1.0878183552439144e-10,4.771580367453695e-11
8.5e-11,1.0879243777623745e-10,4.7717843467440404e-11
8.5e-11,1.0880304002808345e-10,4.7719883037164716e-11
8.5e-11,1.0881364227992941e-10,4.772192238374649e-11
8.5e-11,1.0882424453177543e-10,4.77239615072224e-11
8.5e-11,1.0883484678362139e-10,4.772600040762899e-11
8.5e-11,1.0884544903546735e-10,4.772803908500291e-11
8.5e-11,1.0885605128731335e-10,4.773007753938074e-11
8.5e-11,1.0886665353915937e-10,4.7732115770799063e-11
8.5e-11,1.0887725579100536e-10,4.773415377929445e-11
8.5e-11,1.0888785804285132e-10,4.773619156490347e-11
8.5e-11,1.0889846029469733e-10,4.773822912766271e-11
8.5e-11,1.0890906254654332e-10,4.774026646760871e-11
8.5e-11,1.0891966479838931e-10,4.774230358477801e-11
8.5e-11,1.0893026705023527e-10,4.774434047920714e-11
8.5e-11,1.0894086930208131e-10,4.7746377150932653e-11
8.5e-11,1.0895147155392727e-10,4.774841359999105e-11
8.5e-11,1.0896207380577327e-10,4.7750449826418854e-11
8.5e-11,1.0897267605761928e-10,4.775248583025258e-11
8.5e-11,1.0898327830946528e-10,4.7754521611528716e-11
8.5e-11,1.0899388056131124e-10,4.775655717028374e-11
8.5e-11,1.0900448281315724e-10,4.7758592506554156e-11
8.5e-11,1.0901508506500319e-10,4.776062762037641e-11
8.5e-11,1.0902568731684919e-10,4.7762662511787014e-11
8.5e-11,1.0903628956869519e-10,4.776469718082239e-11
8.5e-11,1.0904689182054119e-10,4.7766731627518994e-11
8.5e-11,1.0905749407238715e-10,4.776876585191327e-11
8.5e-11,1.0906809632423316e-10,4.777079985404165e-11
8.6e-11,1.0907869857607917e-10,4.808709585421179e-11
8.6e-11,1.0908930082792517e-10,4.8089156255044956e-11
8.6e-11,1.0909990307977113e-10,4.80912164319427e-11
8.6e-11,1.0911050533161713e-10,4.809327638494155e-11
8.6e-11,1.0912110758346313e-10,4.809533611407798e-11
8.6e-11,1.0913170983530911e-10,4.8097395619388496e-11
8.6e-11,1.0914231208715507e-10,4.809945490090957e-11
8.6e-11,1.0915291433900111e-10,4.81015139586777e-11
8.6e-11,1.0916351659084707e-10,4.810357279272932e-11
8.6e-11,1.0917411884269305e-10,4.81056314031009e-11
8.6e-11,1.0918472109453905e-10,4.81076897898289e-11
8.6e-11,1.0919532334638508e-10,4.8109747952949766e-11
8.6e-11,1.0920592559823104e-10,4.81118058924999e-11
8.6e-11,1.0921652785007699e-10,4.811386360851575e-11
8.6e-11,1.0922713010192299e-10,4.811592110103374e-11
8.6e-11,1.0923773235376899e-10,4.811797837009029e-11
8.6e-11,1.0924833460561499e-10,4.812003541572178e-11
8.6e-11,1.0925893685746099e-10,4.8122092237964614e-11
8.6e-11,1.0926953910930698e-10,4.812414883685517e-11
8.6e-11,1.0928014136115296e-10,4.812620521242983e-11
8.6e-11,1.0929074361299897e-10,4.8128261364724984e-11
8.6e-11,1.0930134586484497e-10,4.8130317293776977e-11
8.6e-11,1.0931194811669092e-10,4.8132372999622165e-11
8.6e-11,1.0932255036853692e-10,4.8134428482296907e-11
8.6e-11,1.0933315262038291e-10,4.8136483741837526e-11
8.6e-11,1.0934375487222891e-10,4.813853877828037e-11
8.6e-11,1.0935435712407487e-10,4.814059359166175e-11
8.6e-11,1.0936495937592087e-10,4.814264818201799e-11
8.6e-11,1.0937556162776687e-10,4.8144702549385395e-11
8.6e-11,1.0938616387961285e-10,4.8146756693800264e-11
8.6e-11,1.0939676613145885e-10,4.814881061529889e-11
8.6e-11,1.0940736838330485e-10,4.815086431391756e-11
8.6e-11,1.0941797063515084e-10,4.815291778969256e-11
8.6e-11,1.0942857288699679e-10,4.8154971042660124e-11
8.6e-11,1.0943917513884282e-10,4.8157024072856556e-11
8.6e-11,1.0944977739068879e-10,4.8159076880318076e-11
8.6e-11,1.0946037964253479e-10,4.816112946508096e-11
8.6e-11,1.0947098189438079e-10,4.8163181827181407e-11
8.6e-11,1.094815841462268e-10,4.8165233966655686e-11
8.6e-11,1.0949218639807276e-10,4.816728588353999e-11
8.6e-11,1.0950278864991872e-10,4.816933757787053e-11
8.6e-11,1.095133909017648e-10,4.817138904968355e-11
8.6e-11,1.0952399315361072e-10,4.8173440299015195e-11
8.6e-11,1.095345954054567e-10,4.8175491325901694e-11
8.6e-11,1.0954519765730271e-10,4.8177542130379224e-11
8.6e-11,1.0955579990914871e-10,4.817959271248395e-11
8.6e-11,1.0956640216099467e-10,4.8181643072252017e-11
8.5e-11,1.095770044128407e-10,4.7868171283640125e-11
8.5e-11,1.0958760666468668e-10,4.7870194439206404e-11
8.5e-11,1.0959820891653269e-10,4.78722173743184e-11
8.5e-11,1.096088111683786e-10,4.787424008901212e-11
8.5e-11,1.0961941342022465e-10,4.7876262583323627e-11
8.5e-11,1.0963001567207064e-10,4.787828485728891e-11
8.5e-11,1.0964061792391662e-10,4.788030691094398e-11
8.5e-11,1.0965122017576262e-10,4.7882328744324845e-11
8.5e-11,1.0966182242760859e-10,4.7884350357467476e-11
8.5e-11,1.0967242467945458e-10,4.788637175040788e-11
8.5e-11,1.0968302693130063e-10,4.788839292318203e-11
8.5e-11,1.0969362918314657e-10,4.7890413875825865e-11
8.5e-11,1.0970423143499253e-10,4.789243460837538e-11
8.5e-11,1.0971483368683852e-10,4.7894455120866515e-11
8.5e-11,1.0972543593868453e-10,4.7896475413335216e-11
8.5e-11,1.0973603819053051e-10,4.789849548581742e-11
8.5e-11,1.097466404423765e-10,4.7900515338349044e-11
8.5e-11,1.0975724269422251e-10,4.790253497096603e-11
8.5e-11,1.0976784494606847e-10,4.7904554383704286e-11
8.5e-11,1.0977844719791447e-10,4.79065735765997e-11
8.5e-11,1.0978904944976044e-10,4.790859254968819e-11
8.6e-11,1.0979965170160649e-10,4.822669480908317e-11
8.6e-11,1.0981025395345244e-10,4.822874006507259e-11
8.6e-11,1.0982085620529844e-10,4.823078509959103e-11
8.6e-11,1.0983145845714444e-10,4.823282991267446e-11
8.6e-11,1.0984206070899043e-10,4.8234874504358826e-11
8.6e-11,1.0985266296083639e-10,4.8236918874680093e-11
8.6e-11,1.0986326521268239e-10,4.8238963023674234e-11
8.6e-11,1.0987386746452839e-10,4.8241006951377153e-11
8.6e-11,1.098844697163744e-10,4.82430506578248e-11
8.6e-11,1.0989507196822036e-10,4.8245094143053087e-11
8.6e-11,1.0990567422006637e-10,4.824713740709795e-11
8.6e-11,1.0991627647191236e-10,4.8249180449995274e-11
8.6e-11,1.0992687872375832e-10,4.8251223271780966e-11
8.6e-11,1.0993748097560432e-10,4.825326587249095e-11
8.6e-11,1.0994808322745034e-10,4.8255308252161075e-11
8.6e-11,1.0995868547929631e-10,4.8257350410827224e-11
8.6e-11,1.0996928773114235e-10,4.825939234852529e-11
8.6e-11,1.0997988998298827e-10,4.8261434065291095e-11
8.6e-11,1.0999049223483425e-10,4.826347556116052e-11
8.6e-11,1.1000109448668024e-10,4.826551683616944e-11
8.6e-11,1.1001169673852628e-10,4.8267557890353647e-11
8.6e-11,1.1002229899037224e-10,4.826959872374898e-11
8.6e-11,1.1003290124221824e-10,4.827163933639127e-11
8.6e-11,1.1004350349406428e-10,4.8273679728316357e-11
8.6e-11,1.1005410574591023e-10,4.827571989956e-11
8.6e-11,1.1006470799775619e-10,4.8277759850158035e-11
8.6e-11,1.1007531024960219e-10,4.8279799580146244e-11
8.6e-11,1.1008591250144819e-10,4.828183908956041e-11
8.6e-11,1.1009651475329416e-10,4.828387837843631e-11
8.6e-11,1.1010711700514016e-10,4.828591744680973e-11
8.6e-11,1.101177192569862e-10,4.828795629471641e-11
8.6e-11,1.1012832150883216e-10,4.82899949221921e-11
8.6e-11,1.1013892376067812e-10,4.829203332927257e-11
8.6e-11,1.1014952601252411e-10,4.8294071515993534e-11
8.6e-11,1.1016012826437007e-10,4.829610948239073e-11
8.6e-11,1.1017073051621607e-10,4.82981472284999e-11
8.6e-11,1.1018133276806207e-10,4.830018475435674e-11
8.6e-11,1.101919350199081e-10,4.830222205999697e-11
8.6e-11,1.1020253727175408e-10,4.8304259145456267e-11
8.6e-11,1.1021313952360005e-10,4.830629601077033e-11
8.6e-11,1.1022374177544608e-10,4.830833265597488e-11
8.6e-11,1.1023434402729205e-10,4.8310369081105536e-11
8.6e-11,1.1024494627913801e-10,4.8312405286197995e-11
8.6e-11,1.1025554853098403e-10,4.831444127128793e-11
8.6e-11,1.1026615078282999e-10,4.8316477036410975e-11
8.6e-11,1.1027675303467599e-10,4.831851258160279e-11
8.6e-11,1.1028735528652199e-10,4.8320547906899007e-11
8.6e-11,1.10297957538368e-10,4.832258301233525e-11
8.6e-11,1.10308559790214e-10,4.832461789794715e-11
8.6e-11,1.1031916204205996e-10,4.832665256377031e-11
8.6e-11,1.1032976429390596e-10,4.8328687009840355e-11
8.6e-11,1.1034036654575192e-10,4.8330721236192867e-11
8.6e-11,1.103509687975979e-10,4.8332755242863456e-11
8.6e-11,1.1036157104944387e-10,4.833478902988769e-11
8.6e-11,1.1037217330128991e-10,4.8336822597301174e-11
8.6e-11,1.1038277555313591e-10,4.8338855945139446e-11
8.6e-11,1.1039337780498187e-10,4.834088907343806e-11
8.6e-11,1.104039800568279e-10,4.83429219822326e-11
8.6e-11,1.1041458230867385e-10,4.834495467155859e-11
8.6e-11,1.1042518456051984e-10,4.8346987141451574e-11
8.6e-11,1.1043578681236588e-10,4.83490193919471e-11
8.6e-11,1.1044638906421181e-10,4.835105142308066e-11
8.6e-11,1.1045699131605783e-10,4.83530832348878e-11
8.6e-11,1.1046759356790379e-10,4.835511482740399e-11
8.6e-11,1.1047819581974983e-10,4.835714620066477e-11
8.6e-11,1.1048879807159579e-10,4.8359177354705604e-11
8.6e-11,1.1049940032344178e-10,4.836120828956199e-11
8.6e-11,1.105100025752878e-10,4.836323900526941e-11
8.6e-11,1.1052060482713377e-10,4.8365269501863305e-11
8.6e-11,1.1053120707897973e-10,4.8367299779379165e-11
8.6e-11,1.1054180933082573e-10,4.8369329837852435e-11
8.6e-11,1.1055241158267173e-10,4.8371359677318556e-11
8.6e-11,1.1056301383451771e-10,4.837338929781297e-11
8.6e-11,1.1057361608636371e-10,4.8375418699371123e-11
8.6e-11,1.1058421833820971e-10,4.837744788202841e-11
8.6e-11,1.1059482059005571e-10,4.837947684582027e-11
8.6e-11,1.106054228419017e-10,4.838150559078211e-11
8.6e-11,1.1061602509374768e-10,4.83835341169493e-11
8.6e-11,1.1062662734559364e-10,4.838556242435726e-11
8.5e-11,1.1063722959743964e-10,4.806940138711433e-11
8.5e-11,1.1064783184928569e-10,4.8071402674343624e-11
8.5e-11,1.1065843410113164e-10,4.807340374468318e-11
8.5e-11,1.1066903635297763e-10,4.807540459816828e-11
8.5e-11,1.1067963860482359e-10,4.807740523483417e-11
8.5e-11,1.1069024085666959e-10,4.8079405654716094e-11
8.6e-11,1.1070084310851558e-10,4.839975445392582e-11
8.6e-11,1.1071144536036153e-10,4.8401781012533114e-11
8.6e-11,1.1072204761220761e-10,4.8403807352699386e-11
8.6e-11,1.1073264986405357e-10,4.840583347445991e-11
8.6e-11,1.1074325211589953e-10,4.840785937785003e-11
8.6e-11,1.1075385436774552e-10,4.8409885062905026e-11
8.6e-11,1.1076445661959153e-10,4.84119105296602e-11
8.6e-11,1.1077505887143747e-10,4.841393577815083e-11
8.6e-11,1.1078566112328343e-10,4.8415960808412195e-11
8.6e-11,1.1079626337512951e-10,4.841798562047961e-11
8.6e-11,1.1080686562697551e-10,4.8420010214388276e-11
8.6e-11,1.1081746787882148e-10,4.8422034590173454e-11
8.6e-11,1.1082807013066748e-10,4.842405874787043e-11
8.6e-11,1.1083867238251348e-10,4.8426082687514424e-11
8.6e-11,1.1084927463435944e-10,4.8428106409140656e-11
8.6e-11,1.1085987688620538e-10,4.843012991278436e-11
8.6e-11,1.1087047913805143e-10,4.843215319848079e-11
8.6e-11,1.1088108138989742e-10,4.843417626626511e-11
8.6e-11,1.1089168364174339e-10,4.843619911617252e-11
8.6e-11,1.1090228589358939e-10,4.843822174823825e-11
8.6e-11,1.1091288814543537e-10,4.844024416249746e-11
8.6e-11,1.1092349039728136e-10,4.844226635898535e-11
8.6e-11,1.1093409264912741e-10,4.844428833773708e-11
8.6e-11,1.1094469490097337e-10,4.844631009878781e-11
8.6e-11,1.1095529715281936e-10,4.8448331642172696e-11
8.6e-11,1.1096589940466531e-10,4.84503529679269e-11
8.6e-11,1.1097650165651134e-10,4.845237407608556e-11
8.6e-11,1.1098710390835727e-10,4.84543949666838e-11
8.6e-11,1.1099770616020327e-10,4.845641563975676e-11
8.6e-11,1.1100830841204931e-10,4.845843609533957e-11
8.6e-11,1.110189106638953e-10,4.846045633346731e-11
8.6e-11,1.1102951291574125e-10,4.8462476354175094e-11
8.6e-11,1.1104011516758724e-10,4.8464496157498036e-11
8.6e-11,1.1105071741943325e-10,4.8466515743471214e-11
8.6e-11,1.1106131967127924e-10,4.846853511212971e-11
8.6e-11,1.1107192192312519e-10,4.847055426350858e-11
8.6e-11,1.1108252417497123e-10,4.847257319764293e-11
8.6e-11,1.1109312642681723e-10,4.8474591914567794e-11
8.6e-11,1.1110372867866319e-10,4.847661041431821e-11
8.6e-11,1.111143309305092e-10,4.8478628696929244e-11
8.6e-11,1.111249331823552e-10,4.848064676243593e-11
8.6e-11,1.1113553543420116e-10,4.848266461087328e-11
8.6e-11,1.1114613768604716e-10,4.848468224227633e-11
8.6e-11,1.1115673993789316e-10,4.8486699656680096e-11
8.6e-11,1.1116734218973916e-10,4.848871685411958e-11
8.6e-11,1.111779444415851e-10,4.8490733834629764e-11
8.7e-11,1.1118854669343111e-10,4.8809094792404206e-11
8.7e-11,1.1119914894527707e-10,4.8811137735562095e-11
8.7e-11,1.1120975119712307e-10,4.881318046016568e-11
8.7e-11,1.1122035344896911e-10,4.881522296625002e-11
8.7e-11,1.1123095570081509e-10,4.8817265253850166e-11
8.7e-11,1.1124155795266105e-10,4.8819307323001195e-11
8.7e-11,1.1125216020450704e-10,4.882134917373814e-11
8.7e-11,1.1126276245635305e-10,4.882339080609607e-11
8.7e-11,1.1127336470819904e-10,4.882543222010997e-11
8.7e-11,1.1128396696004499e-10,4.882747341581489e-11
8.7e-11,1.1129456921189103e-10,4.8829514393245856e-11
8.7e-11,1.1130517146373703e-10,4.8831555152437865e-11
8.7e-11,1.1131577371558299e-10,4.883359569342591e-11
8.7e-11,1.1132637596742896e-10,4.883563601624499e-11
8.7e-11,1.11336978219275e-10,4.883767612093012e-11
8.7e-11,1.1134758047112096e-10,4.883971600751624e-11
8.7e-11,1.1135818272296696e-10,4.884175567603836e-11
8.7e-11,1.1136878497481296e-10,4.884379512653142e-11
8.7e-11,1.1137938722665894e-10,4.884583435903036e-11
8.7e-11,1.1138998947850491e-10,4.8847873373570175e-11
8.7e-11,1.1140059173035091e-10,4.884991217018578e-11
8.7e-11,1.1141119398219687e-10,4.8851950748912104e-11
8.7e-11,1.1142179623404287e-10,4.8853989109784096e-11
8.7e-11,1.1143239848588889e-10,4.885602725283667e-11
8.7e-11,1.1144300073773489e-10,4.8858065178104724e-11
8.7e-11,1.1145360298958084e-10,4.886010288562316e-11
8.7e-11,1.1146420524142684e-10,4.886214037542691e-11
8.7e-11,1.1147480749327284e-10,4.886417764755083e-11
8.7e-11,1.1148540974511883e-10,4.8866214702029815e-11
8.7e-11,1.1149601199696479e-10,4.8868251538898734e-11
8.7e-11,1.1150661424881083e-10,4.8870288158192476e-11
8.7e-11,1.1151721650065679e-10,4.8872324559945866e-11
8.7e-11,1.115278187525028e-10,4.887436074419379e-11
8.7e-11,1.1153842100434876e-10,4.887639671097108e-11
8.7e-11,1.1154902325619477e-10,4.8878432460312566e-11
8.7e-11,1.1155962550804076e-10,4.888046799225309e-11
8.7e-11,1.1157022775988672e-10,4.888250330682746e-11
8.7e-11,1.1158083001173276e-10,4.888453840407052e-11
8.7e-11,1.1159143226357874e-10,4.888657328401704e-11
8.7e-11,1.1160203451542471e-10,4.888860794670187e-11
8.7e-11,1.1161263676727067e-10,4.8890642392159744e-11
8.7e-11,1.1162323901911671e-10,4.889267662042549e-11
8.7e-11,1.1163384127096268e-10,4.8894710631533886e-11
8.7e-11,1.1164444352280868e-10,4.889674442551969e-11
